Filename,Labels
0f2A-lZYAnw.mp3,"Cat,Meow,Caterwaul,Animal"
0fFIg5WLnm0.mp3,Speech
0FHa462_1Mc.mp3,Fusillade
0fIvxfWezRU.mp3,Chop
0fm0oU8FO0U.mp3,"Vehicle,White noise"
0FMdORf5iGs.mp3,"Music,Speech,Clapping"
0FMR_VBW5TU.mp3,"Jingle, tinkle"
0fNI6KbbQI8.mp3,Ding
0FQo-2xRJ0E.mp3,Reversing beeps
0fSgvtg_OhU.mp3,Gurgling
0g43Ad6e-40.mp3,"Music,Maraca"
0G6lil4WFEM.mp3,"Music,Speech"
0gcJJ_M3gP0.mp3,"Run,Outside, urban or manmade"
0ghsGP6AeHw.mp3,Zipper (clothing)
0gi_2J5wEO8.mp3,"Beep, bleep"
0Gj0gGPGlMA.mp3,"Laughter,Speech,Baby laughter"
0GmmPp502DA.mp3,"Insect,Fly, housefly"
0GQFYsxMP9Y.mp3,"Music,Speech"
0GqvQbY8ftc.mp3,Ding
0gzJkUrw-ko.mp3,Computer keyboard
0H2uMhzSitY.mp3,Music
0H3FAoDgzhI.mp3,"Drum and bass,Music,Techno"
0h6dpegN0f4.mp3,"Cat,Caterwaul,Speech,Animal"
0H7e3F9KL78.mp3,Buzzer
0H8Co8jdbT4.mp3,"Music,Funny music"
0hdanhk-EdE.mp3,"Firecracker,Speech"
0HDoqcA727o.mp3,"Gunshot, gunfire"
0hipL0SkXMo.mp3,"Engine,Vehicle,Car"
0hoeAmqwvyY.mp3,Speech
0HQCuY_XQa8.mp3,Sampler
0HqSxnJEXxA.mp3,Bicycle bell
0hrpu0UHkVw.mp3,"Crowd,Children shouting"
0HVlzmjFe7k.mp3,"Roar,Outside, rural or natural"
0hw_BB4QN34.mp3,"Wood block,Percussion"
0hz1GISR2tI.mp3,Music
0Hz4R_m0hmI.mp3,Car alarm
0I3E-auy8JA.mp3,Echo
0ibiAsHSauA.mp3,Zipper (clothing)
0iDM2s8kDIA.mp3,"Singing,Music"
0INaX5s-FNI.mp3,Echo
0iNkEzDn2ys.mp3,Shout
0irFGhfq0t8.mp3,Chant
0IUR0a8uR5c.mp3,"Skidding,Car"
0ix_rHxU54w.mp3,"Engine,Medium engine (mid frequency)"
0I_Pi3zt4WY.mp3,"Fart,Knock"
0j8uGnMwGbs.mp3,Foghorn
0jaaX-we-8g.mp3,"Hubbub, speech noise, speech babble,Outside, urban or manmade"
0jBiK305ZIY.mp3,"Motor vehicle (road),Vehicle,Car"
0JDlM0Wolms.mp3,Pant
0jFN112eGVQ.mp3,"Cat,Meow,Caterwaul,Speech,Animal"
0JKcTVpby0I.mp3,Siren
0JPT13OUVV8.mp3,"Fire engine, fire truck (siren),Siren"
0jsCjvHoCtM.mp3,Telephone bell ringing
0jXTBAGv9ZQ.mp3,Theme music
0jzTEIxgsjM.mp3,Speech
0K-zyeLuKho.mp3,"Guitar,Musical instrument,Strum,Speech,Plucked string instrument"
0K7573uICwg.mp3,Music
0kBQ71uzBNc.mp3,Crushing
0kdRxEiEGIs.mp3,"Canidae, dogs, wolves,Domestic animals, pets,Biting,Crackle,Dog,Animal"
0kGkJuynFEI.mp3,Toothbrush
0KnYLPxGYf0.mp3,Gasp
0kuZvI5eQwg.mp3,"Bird,Coo,Pigeon, dove"
0Kwzah-Rf70.mp3,Quack
0KXc1iKGh7s.mp3,"Walk, footsteps"
0KXI3QmISXM.mp3,"Walk, footsteps"
0l1Z-qU6dtI.mp3,Electric toothbrush
0L3vcdzQPPU.mp3,Theremin
0L7-8yqgMEo.mp3,"Wild animals,Roaring cats (lions, tigers),Animal"
0l70KR79oOI.mp3,Sliding door
0l8d_NhvFwY.mp3,Waterfall
0LeKOO8Uzig.mp3,Humming
0LEZB41K8o8.mp3,Whispering
0lIETNZ_7sg.mp3,"Christmas music,Happy music"
0LoFUGfk6MY.mp3,Run
0LPF76p5WSs.mp3,"Electric toothbrush,Inside, small room"
0Lt4MP0-6Tc.mp3,"Boat, Water vehicle"
0Ly5mdtHGzE.mp3,"Drill,Power tool"
0m72FCNQQEI.mp3,"Aircraft engine,Fixed-wing aircraft, airplane,Aircraft"
0M7nETLOsKQ.mp3,Music
0M8SMwwe0Ow.mp3,Radio
0m9CbkMad_k.mp3,Music
0maiaspDy5k.mp3,"Guitar,Music,Musical instrument,Pizzicato"
0mG5unAv2_A.mp3,Lawn mower
0mgwBb6HO-k.mp3,"Motor vehicle (road),Tire squeal,Car"
0MJPqGKIbZg.mp3,"Hubbub, speech noise, speech babble,Outside, rural or natural"
0mkgZLfBqsg.mp3,"Roar,Animal,Outside, rural or natural"
0ML_fBIrGqA.mp3,"Bicycle,Inside, small room"
0MOeailZgUo.mp3,Speech
0MWEIhf9RHU.mp3,Mechanical fan
0N5BFy71y2U.mp3,Theme music
0NbN9By4eYw.mp3,"Wail, moan"
0NbRRq0L8o8.mp3,Music
0nEs0eUZNbg.mp3,Gospel music
0ng703aLhXs.mp3,Alarm
0nk7utNkHOY.mp3,"Cello,Violin, fiddle,Bowed string instrument"
0nNmbkU8GBI.mp3,"New-age music,Sonar"
0nP5mb2DCtA.mp3,Music
0npLQ4LzD0c.mp3,Car alarm
0NSzeHaja5o.mp3,"Hubbub, speech noise, speech babble,Speech"
0nT-W79s0ck.mp3,Typing
0NTzOtVmoiU.mp3,Bagpipes
0NyrNJAXrIo.mp3,"Cat,Meow,Animal"
0NZY0GHQBP0.mp3,Bagpipes
0N_JKGLWEMc.mp3,"Mains hum,Static"
0O9ZfRn69i8.mp3,"Vehicle,Car"
0obQ_a6Cm-c.mp3,"Music,Speech"
0OhtODbKajw.mp3,"String section,Bowed string instrument"
0oIFGARD9xE.mp3,"Singing,Christian music,Crowd,Music,Choir"
0OiPtV9sd_w.mp3,"Reversing beeps,Vehicle"
0olOcmJ0ceg.mp3,"Guitar,Musical instrument,Harmonic,Plucked string instrument"
0OLpIiSBlfc.mp3,Sniff
0omVgdC33FQ.mp3,"Railroad car, train wagon,Rail transport,Train"
0ONdm4sW47c.mp3,"Guitar,Music,Musical instrument,Strum,Plucked string instrument"
0oSykzOfBO0.mp3,Carnatic music
0paO14gvFAk.mp3,Background music
0paz5XP8YSs.mp3,Afrobeat
0pgG7Rk_eqM.mp3,Chainsaw
0PhU-PIsUMw.mp3,Siren
0pJwADdUrRo.mp3,"Cat,Meow,Caterwaul,Animal"
0pKW6LBhKOA.mp3,Microwave oven
0PKXu1l0OJk.mp3,"Music,Speech"
0PNUMPym0I8.mp3,Crackle
0PWLf2cAkU8.mp3,"Speech,Children playing"
0pxApm5Y6eM.mp3,"Jackhammer,Outside, rural or natural"
0q-80dzp6PU.mp3,Disco
0Q1JLNfm8oU.mp3,"Music,Tender music"
0Q5mzNz2hiA.mp3,"Music,Speech"
0QAaln-hjPw.mp3,Jazz
0qbp0OtOvl4.mp3,"Cat,Caterwaul,Animal"
0QDYPyHwLhk.mp3,"Music,Inside, public space"
0Qj73JaG8Ik.mp3,"Rain,Rain on surface"
0QKet-tdquc.mp3,Reversing beeps
0QkL6IH7Jqk.mp3,Music
0qMF1IbyV3I.mp3,"Wild animals,Animal"
0qo1j2UeWmk.mp3,Mains hum
0qQL0t97qf8.mp3,"Music,Speech"
0qri4nnfgQQ.mp3,"Caterwaul,Animal"
0QSZ9Fr1qeQ.mp3,Speech
0qtbbK5HVMw.mp3,"Music,Pour,Violin, fiddle,Bowed string instrument"
0qUXJz4HH_E.mp3,"Sniff,Animal"
0QYNC7J05XI.mp3,"Country,Bluegrass"
0qZ3tI4nAZE.mp3,Meow
0QzVs8IBn_E.mp3,"Engine,Accelerating, revving, vroom,Vehicle,Medium engine (mid frequency)"
0Q_-akJTU-0.mp3,"Music,Speech"
0R348vGkjyw.mp3,"Engine,Speech,Medium engine (mid frequency)"
0r5gUOfAzeA.mp3,Video game music
0R8NB5yxmMk.mp3,Hammer
0rAyrmm7vv0.mp3,Speech
0rcgzQpsWYs.mp3,Fire
0RDz0rLakwc.mp3,Music
0rhb_K228gA.mp3,"Domestic animals, pets,Animal,Whimper (dog)"
0RjFykTxCvc.mp3,"Fowl,Goose"
0rNr_qnoPQ4.mp3,Music
0RpkkfkUBRU.mp3,Music
0Rqmp6q4wFk.mp3,Female singing
0rTIwRC4VvM.mp3,"Electric shaver, electric razor"
0S5zWt91Bwo.mp3,"Guitar,Music,Musical instrument,Strum,Plucked string instrument,Bluegrass"
0SblEOkB43I.mp3,Electric toothbrush
0SEHGxAQL18.mp3,"Cat,Meow,Caterwaul,Speech,Animal"
0SkccP8H-fQ.mp3,"Railroad car, train wagon,Rail transport,Train,Clickety-clack"
0so0iKHpBCo.mp3,Pulleys
0SP01BfLUOo.mp3,Music
0sqyr0zVeKg.mp3,Cacophony
0SRRe7FAJCI.mp3,Vehicle
0StCxWx9dV8.mp3,"Walk, footsteps"
0SuL-BgsmAs.mp3,Bicycle bell
0suNPEw298g.mp3,Music
0SypBcVpZ0E.mp3,Chatter
0t2VTlFdpss.mp3,"Rodents, rats, mice"
0T45fkKkCCk.mp3,"Music,Synthetic singing"
0tG2x7XHl5w.mp3,Female singing
0tn9MdMeXKw.mp3,"Crumpling, crinkling"
0TPOLU68O9s.mp3,"Music,Speech"
0TUudXf0l54.mp3,"Chirp, tweet"
0u1sk49gAU0.mp3,Accordion
0u4gY1bBUwQ.mp3,Brass instrument
0u5-WiBKam8.mp3,"Wind instrument, woodwind instrument"
0Uf9LM840vA.mp3,Hands
0Ufv6VdlPHM.mp3,Eruption
0UiTDRQBGcM.mp3,"Door,Slam"
0UJBVLInFr0.mp3,Breaking
0uLSjMXfurI.mp3,Bicycle bell
0uODb2x58so.mp3,"Music,Female singing"
0UPY7ws-VFs.mp3,Music
0urv4EcbPAM.mp3,"Conversation,Speech"
0USa1NWd1XA.mp3,"Sanding,Wood"
0uWEnGBLjXI.mp3,White noise
0v--fTVAWE8.mp3,Snicker
0V7XP7n7ZTQ.mp3,Keys jangling
0VcSPe-xT5Y.mp3,Music
0VeuAMr9goQ.mp3,"Smash, crash"
0vEuPMg759s.mp3,"Music,Speech"
0VIHkdBPImc.mp3,Hair dryer
0VIITf_iLoE.mp3,Jingle (music)
0vjJHHSeCqM.mp3,Telephone bell ringing
0vm7UpkSOnk.mp3,"Traditional music,Happy music"
0VsjSa1X7iA.mp3,Music
0VwX92X3iPc.mp3,"Scratching (performance technique),Speech"
0vxnu9MTHg8.mp3,"Gurgling,Stream"
0w1DJl3BCrY.mp3,"Music,Inside, small room"
0W69ei8lbec.mp3,"Sink (filling or washing),Water"
0w9AACEy4u8.mp3,Music
0WcaojOADSk.mp3,Tearing
0Wdh45yt7tY.mp3,"Wind instrument, woodwind instrument"
0WHpzy7neu0.mp3,Child singing
0wiQzgy8F7U.mp3,Music
0WJK4SWu0Zk.mp3,Music
0Wl-_a7_lGA.mp3,Sitar
0WmHby5gfSo.mp3,Music
0wS8CxS6kxo.mp3,Cymbal
0Wt_S3ZEp_I.mp3,"Reversing beeps,Vehicle"
0WWuZRd-O3c.mp3,Music
0WXM7GSgTpE.mp3,Organ
0WZ8CocF6DQ.mp3,Speech
0x6chChxzV0.mp3,Funk
0X6CXKUbX6g.mp3,"Quack,Speech,Animal"
0xbuSI6TkmM.mp3,Scrape
0xhFnKIdYFg.mp3,Music
0XjfhlZVmO0.mp3,Snicker
0XLRAeltins.mp3,Tuning fork
0XnlJAdG5e8.mp3,"Truck,Air brake"
0xps9c25LqE.mp3,"Boat, Water vehicle,Wind,Ocean,Sailboat, sailing ship,Wind noise (microphone)"
0XRuJ6NW9yM.mp3,Music
0XrVauCq9JU.mp3,Engine
0XuCucHevvE.mp3,Typewriter
0xVpqjSaO4o.mp3,Chop
0XVYUK5G_sw.mp3,Gurgling
0XXyOMw32z8.mp3,"Music,Drawer open or close"
0Y2Pt02QXFQ.mp3,"Music,Speech"
0Y2yEMQZFYY.mp3,Sniff
0y3tr-QUGY0.mp3,Alarm clock
0y7HFtVsLiw.mp3,"Electric shaver, electric razor"
0YFU2RYKHyU.mp3,Splinter
0YHK15saav8.mp3,Goat
0yjZRw5Ks3Y.mp3,Tap
0yQlMpe5gj8.mp3,Crackle
0yRn5wEopkQ.mp3,"Laughter,Speech"
0YsXXGEVmy8.mp3,"Rain,Rain on surface"
0yZgsUq3yWY.mp3,"Truck,Air brake"
0ZdquGB7riA.mp3,Ringtone
0zfWGqDMT04.mp3,"Dental drill, dentist's drill"
0Zh8HjR0CbM.mp3,Shuffle
0zI3XimbdLI.mp3,Scratch
0Zmyypda0VY.mp3,Mandolin
0ZNFJz-eZTU.mp3,Brass instrument
0zolXzR9Oi4.mp3,Harpsichord
0ZXWSO_Y2C0.mp3,Music
0zZyrJDnaXI.mp3,Afrobeat
0_b9p0gjbgE.mp3,Music
0_h8K8CMaF0.mp3,"Gurgling,Waterfall"
0_hH79HnEdo.mp3,"Funk,Exciting music"
0_QcatLmg7c.mp3,"Guitar,Musical instrument,Strum,Plucked string instrument,Male singing"
0_QxGGzOvVI.mp3,Coin (dropping)
0_R83lyXiaU.mp3,"Bee, wasp, etc.,Insect,Fly, housefly"
0_utuoBWKmo.mp3,"Cat,Meow,Caterwaul,Speech,Animal"
1--9ZSW-7Rg.mp3,"Male speech, man speaking,Breathing"
1-fXYR9FTfM.mp3,Buzz
1-ppkS41Lbs.mp3,Punk rock
100CKdZMyQw.mp3,Breaking
1018edESAkw.mp3,"Electric shaver, electric razor,Inside, small room"
10dur7jhFQM.mp3,Disco
10hOQD8EgQc.mp3,Music
10mtAupS0I4.mp3,Meow
11-d3rWQxZY.mp3,"Fire,Wind noise (microphone)"
11D0JdB7_4k.mp3,"Didgeridoo,Musical instrument"
11fNNN95_og.mp3,Music
11KPI6wjtNw.mp3,Echo
11nYg-lGu3g.mp3,Pump (liquid)
11p3k7duyKc.mp3,"Horse,Speech,Animal"
11Pn3yJifSQ.mp3,"Engine,Vehicle,Car,Medium engine (mid frequency),Engine starting"
11quy4AMt0I.mp3,Tap
12hZKc3FZOY.mp3,"Power windows, electric windows"
12qbcBfSVKA.mp3,"Heart sounds, heartbeat"
12unJJUHEt4.mp3,Music
12yjIm0Z8Cw.mp3,Clicking
13gVMuGhK3g.mp3,Basketball bounce
13n6n6nKMhI.mp3,Theremin
13NbKtlQ1t0.mp3,Throbbing
13PjLquqF3U.mp3,Alarm clock
14wI64-FNvk.mp3,Music
156So13GHC0.mp3,Music
15cExYBs0D4.mp3,Silence
15CZ2h5VL-A.mp3,Wood block
15HIl2pN6qQ.mp3,Music
15htpcg-ii4.mp3,"Music,Vibraphone,Inside, small room"
15mQMIemjFM.mp3,"Eruption,Inside, large room or hall"
15z-gbPxdXg.mp3,"Bass guitar,Acoustic guitar,Music,Musical instrument,Plucked string instrument"
15zV8DW9sPY.mp3,"Music,Speech"
15_EuEnJLmk.mp3,"Singing,Roll"
16-gCmo355I.mp3,"Steam whistle,Hiss"
161-FGTcecc.mp3,Grunt
16F5fdORzSo.mp3,Music
16JSezE643E.mp3,Arrow
16VxjI3ubJs.mp3,Sanding
17bfDrV7bvY.mp3,"Idling,Speech,Medium engine (mid frequency)"
17BqM45nQxI.mp3,Crack
17kDSc8viaY.mp3,"Applause,Speech"
17MZTRQd5E0.mp3,"Singing,A capella"
1812KIJ0V60.mp3,Clatter
18booxzbgjQ.mp3,Stream
18dzwOnCKds.mp3,Music
18k-E_2b7rs.mp3,Banjo
18VKeKPO7So.mp3,"Power windows, electric windows"
18zupo38Cj4.mp3,Female singing
19-GI2LzOtc.mp3,Opera
192AgE8E-cw.mp3,Basketball bounce
194N_h5CGzA.mp3,Printer
19DRe0cdeXQ.mp3,"Silence,Outside, urban or manmade"
19L9D-ybSGg.mp3,Tick
19Pp9QEw17U.mp3,"Guitar,Music,Musical instrument,Strum,Speech,Plucked string instrument"
19tPF3TY3g0.mp3,"Burping, eructation,Speech"
1a6-xAO5Dik.mp3,Zipper (clothing)
1A9-sgX7qMg.mp3,Ringtone
1aavDifdIAk.mp3,Music
1aEh44p0EqY.mp3,"Narration, monologue"
1aiMcQqOIO4.mp3,Stream
1AlmsqlPdwM.mp3,"Gunshot, gunfire"
1alQZjvWr38.mp3,Sneeze
1aLTEOXlRzU.mp3,"Marimba, xylophone,Mallet percussion"
1AOe82obwcY.mp3,Singing bowl
1AR2ozHEMWI.mp3,"Slap, smack"
1ArUx6UCxe4.mp3,Music
1aulP-srFAI.mp3,Drum and bass
1AwDdAiWVqY.mp3,"Vehicle,Car"
1bet-VrOUlM.mp3,Music
1blEjTegTzY.mp3,"Music,Speech"
1bOukvpECmU.mp3,"Cat,Speech,Animal"
1BQW0MFUhL8.mp3,"Clip-clop,Animal"
1bsXgn_25VQ.mp3,"Music,Electronica"
1BTJQY-2OwY.mp3,Cash register
1C4nSK4AZlM.mp3,"Video game music,Soundtrack music"
1c5rSQsqmBE.mp3,"Music,Duck,Speech"
1C6VhOCffIE.mp3,"Guitar,Musical instrument,Chorus effect,Progressive rock"
1c7NBk1x3y0.mp3,Clatter
1caCiNiUErA.mp3,Drum and bass
1Ccis4FDGwY.mp3,"Reverberation,Guitar,Music,Musical instrument,Plucked string instrument"
1cew7dAbDh0.mp3,Music
1cFHCB6bR8I.mp3,Cash register
1Chb_m4zWOs.mp3,Crack
1cjduhFyTkA.mp3,"Vehicle,Air brake"
1CKGuGiDxYA.mp3,"Stomach rumble,Speech"
1Co1uyI6Ulw.mp3,"Explosion,Burst, pop"
1CouJesdH7M.mp3,"Boat, Water vehicle,Ship,Wind noise (microphone)"
1cS0oGvV5PY.mp3,Music
1d-J3Tl_cnQ.mp3,"Boat, Water vehicle"
1d0fsHq1qks.mp3,"Music,Speech,Outside, urban or manmade"
1dbc9QhGz7E.mp3,Music
